source,source_record_id,record_type,family,given,name_display,dob_raw,sex_raw,address_raw,postcode_raw,phone_raw,nhs_number,uprn,payload_json
foodbank,FB-ANC-26-2011,visit,,Mags,Mags,,,,M4 6LN,,,,"{""visit_id"": ""FB-ANC-26-2011"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-08-25T11:17:00Z"", ""first_name"": ""Mags"", ""postcode"": ""M4 6LN"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""self"", ""notes"": null}"
foodbank,FB-ANC-26-2088,visit,,Maggie,Maggie,,,,m4 6ln,,,,"{""visit_id"": ""FB-ANC-26-2088"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-09-08T10:02:00Z"", ""first_name"": ""Maggie"", ""postcode"": ""m4 6ln"", ""household_size"": 1, ""parcels"": 2, ""referral_org"": ""self"", ""notes"": ""asked about electric""}"
foodbank,FB-ANC-26-1889,visit,,Peter,Peter,,,,M4 6LN,,,,"{""visit_id"": ""FB-ANC-26-1889"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-07-29T14:22:00Z"", ""first_name"": ""Peter"", ""postcode"": ""M4 6LN"", ""household_size"": 3, ""parcels"": 2, ""referral_org"": ""CitizensAdvice"", ""notes"": null}"
foodbank,FB-ANC-26-1994,visit,,Aisha,Aisha,,,,M40 7QW,,,,"{""visit_id"": ""FB-ANC-26-1994"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-08-18T16:03:00Z"", ""first_name"": ""Aisha"", ""postcode"": ""M40 7QW"", ""household_size"": 2, ""parcels"": 1, ""referral_org"": ""school"", ""notes"": null}"
foodbank,FB-ANC-26-2050,visit,,Susan,Susan,,,,M22 5RF,,,,"{""visit_id"": ""FB-ANC-26-2050"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-09-01T12:48:00Z"", ""first_name"": ""Susan"", ""postcode"": ""M22 5RF"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""AgeUK"", ""notes"": null}"
foodbank,FB-ANC-26-1902,visit,,Callum,Callum,,,,M4 6BN,,,,"{""visit_id"": ""FB-ANC-26-1902"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-07-30T09:12:00Z"", ""first_name"": ""Callum"", ""postcode"": ""M4 6BN"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""Shelter"", ""notes"": null}"
foodbank,FB-ANC-26-1988,visit,,Cal,Cal,,,,M46BN,,,,"{""visit_id"": ""FB-ANC-26-1988"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-08-20T09:55:00Z"", ""first_name"": ""Cal"", ""postcode"": ""M46BN"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""Shelter"", ""notes"": ""repeat""}"
foodbank,FB-ANC-26-2071,visit,,Callum,Callum,,,,m4 6bn,,,,"{""visit_id"": ""FB-ANC-26-2071"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-09-05T10:33:00Z"", ""first_name"": ""Callum"", ""postcode"": ""m4 6bn"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""self"", ""notes"": ""asked about hostel""}"
foodbank,FB-ANC-26-1931,visit,,Irene,Irene,,,,M4 5AE,,,,"{""visit_id"": ""FB-ANC-26-1931"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-08-06T11:04:00Z"", ""first_name"": ""Irene"", ""postcode"": ""M4 5AE"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""AgeUK"", ""notes"": null}"
foodbank,FB-ANC-26-2064,visit,,Renie,Renie,,,,M45AE,,,,"{""visit_id"": ""FB-ANC-26-2064"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-09-03T11:40:00Z"", ""first_name"": ""Renie"", ""postcode"": ""M45AE"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""AgeUK"", ""notes"": ""neighbour brought her""}"
revenues_energy,CTAX-M4-882341,COUNCIL_TAX,,,HALE M,,,18 BENGAL ST ANCOATS MANCHESTER,M4 6LN,,,10093022184,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""CTAX-M4-882341"", ""ACCOUNT_TYPE"": ""COUNCIL_TAX"", ""ACCOUNT_NAME"": ""HALE M"", ""ADDR_FULL"": ""18 BENGAL ST ANCOATS MANCHESTER"", ""POSTCODE"": ""M4 6LN"", ""FORWARD_DATE"": ""2014-11-03"", ""BALANCE"": ""614.22"", ""IN_RECOVERY"": ""Y"", ""RECOVERY_STAGE"": ""REMINDER_2"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-04-12"", ""LAST_PAYMENT_AMT"": ""52.00"", ""ENERGY_SUPPLIER_FLAG"": ""Y"", ""ENERGY_DEBT_FLAG"": ""Y"", ""ENERGY_DEBT_BAND"": ""\u00a3500-999"", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093022184""}"
revenues_energy,CTAX-M15-119002,COUNCIL_TAX,,,SMITH J,,,9 BONSALL STREET HULME,M15 6EE,,,10093088012,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""CTAX-M15-119002"", ""ACCOUNT_TYPE"": ""COUNCIL_TAX"", ""ACCOUNT_NAME"": ""SMITH J"", ""ADDR_FULL"": ""9 BONSALL STREET HULME"", ""POSTCODE"": ""M15 6EE"", ""FORWARD_DATE"": ""2019-04-01"", ""BALANCE"": ""0.00"", ""IN_RECOVERY"": ""N"", ""RECOVERY_STAGE"": ""NONE"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-09-01"", ""LAST_PAYMENT_AMT"": ""118.20"", ""ENERGY_SUPPLIER_FLAG"": ""N"", ""ENERGY_DEBT_FLAG"": ""N"", ""ENERGY_DEBT_BAND"": """", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093088012""}"
revenues_energy,CTAX-M15-119887,COUNCIL_TAX,,,SMITH JOHN,,,9 BONSALL COURT HULME MANCHESTER,M15 6EF,,,10093088055,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""CTAX-M15-119887"", ""ACCOUNT_TYPE"": ""COUNCIL_TAX"", ""ACCOUNT_NAME"": ""SMITH JOHN"", ""ADDR_FULL"": ""9 BONSALL COURT HULME MANCHESTER"", ""POSTCODE"": ""M15 6EF"", ""FORWARD_DATE"": ""2008-09-18"", ""BALANCE"": ""210.40"", ""IN_RECOVERY"": ""Y"", ""RECOVERY_STAGE"": ""FINAL_NOTICE"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-06-20"", ""LAST_PAYMENT_AMT"": ""40.00"", ""ENERGY_SUPPLIER_FLAG"": ""N"", ""ENERGY_DEBT_FLAG"": ""N"", ""ENERGY_DEBT_BAND"": """", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093088055""}"
revenues_energy,CTAX-M18-441900,COUNCIL_TAX,,,HALE D,,,41 WELLINGTON ST GORTON,M18 8WU,,,10093110220,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""CTAX-M18-441900"", ""ACCOUNT_TYPE"": ""COUNCIL_TAX"", ""ACCOUNT_NAME"": ""HALE D"", ""ADDR_FULL"": ""41 WELLINGTON ST GORTON"", ""POSTCODE"": ""M18 8WU"", ""FORWARD_DATE"": ""2021-02-14"", ""BALANCE"": ""1888.10"", ""IN_RECOVERY"": ""Y"", ""RECOVERY_STAGE"": ""LIABILITY_ORDER"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2023-11-02"", ""LAST_PAYMENT_AMT"": ""20.00"", ""ENERGY_SUPPLIER_FLAG"": ""Y"", ""ENERGY_DEBT_FLAG"": ""Y"", ""ENERGY_DEBT_BAND"": ""\u00a31000+"", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093110220""}"
revenues_energy,CTAX-M40-330114,COUNCIL_TAX,,,RAHMAN A,,,4 VARLEY STREET MILES PLATTING,M40 7QW,,,10093244109,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""CTAX-M40-330114"", ""ACCOUNT_TYPE"": ""COUNCIL_TAX"", ""ACCOUNT_NAME"": ""RAHMAN A"", ""ADDR_FULL"": ""4 VARLEY STREET MILES PLATTING"", ""POSTCODE"": ""M40 7QW"", ""FORWARD_DATE"": ""2023-01-09"", ""BALANCE"": ""0.00"", ""IN_RECOVERY"": ""N"", ""RECOVERY_STAGE"": ""NONE"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-09-05"", ""LAST_PAYMENT_AMT"": ""110.00"", ""ENERGY_SUPPLIER_FLAG"": ""N"", ""ENERGY_DEBT_FLAG"": ""N"", ""ENERGY_DEBT_BAND"": """", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093244109""}"
revenues_energy,CTAX-M22-778120,COUNCIL_TAX,,,PRICE S,,,FLAT 3 SALISBURY HOUSE WYTHENSHAWE,M22 5RF,,,10092881002,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""CTAX-M22-778120"", ""ACCOUNT_TYPE"": ""COUNCIL_TAX"", ""ACCOUNT_NAME"": ""PRICE S"", ""ADDR_FULL"": ""FLAT 3 SALISBURY HOUSE WYTHENSHAWE"", ""POSTCODE"": ""M22 5RF"", ""FORWARD_DATE"": ""2001-06-06"", ""BALANCE"": ""89.40"", ""IN_RECOVERY"": ""N"", ""RECOVERY_STAGE"": ""NONE"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-08-28"", ""LAST_PAYMENT_AMT"": ""89.40"", ""ENERGY_SUPPLIER_FLAG"": ""Y"", ""ENERGY_DEBT_FLAG"": ""N"", ""ENERGY_DEBT_BAND"": """", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10092881002""}"
revenues_energy,HEAT-ON-88421,DISTRICT_HEAT_RECHARGE,,,HALE M,,,18 BENGAL STREET,M46LN,,,10093022184,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""HEAT-ON-88421"", ""ACCOUNT_TYPE"": ""DISTRICT_HEAT_RECHARGE"", ""ACCOUNT_NAME"": ""HALE M"", ""ADDR_FULL"": ""18 BENGAL STREET"", ""POSTCODE"": ""M46LN"", ""FORWARD_DATE"": ""2014-11-03"", ""BALANCE"": ""276.50"", ""IN_RECOVERY"": ""Y"", ""RECOVERY_STAGE"": ""STAGE_1"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-03-03"", ""LAST_PAYMENT_AMT"": ""15.00"", ""ENERGY_SUPPLIER_FLAG"": ""Y"", ""ENERGY_DEBT_FLAG"": ""Y"", ""ENERGY_DEBT_BAND"": ""\u00a3250-499"", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093022184""}"
revenues_energy,CTAX-M4-990441,COUNCIL_TAX,,,BRENNAN C,,,11 POLAND ST ANCOATS,M4 6BN,,,10093300118,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""CTAX-M4-990441"", ""ACCOUNT_TYPE"": ""COUNCIL_TAX"", ""ACCOUNT_NAME"": ""BRENNAN C"", ""ADDR_FULL"": ""11 POLAND ST ANCOATS"", ""POSTCODE"": ""M4 6BN"", ""FORWARD_DATE"": ""2025-01-19"", ""BALANCE"": ""872.15"", ""IN_RECOVERY"": ""Y"", ""RECOVERY_STAGE"": ""FINAL_NOTICE"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-02-02"", ""LAST_PAYMENT_AMT"": ""20.00"", ""ENERGY_SUPPLIER_FLAG"": ""Y"", ""ENERGY_DEBT_FLAG"": ""Y"", ""ENERGY_DEBT_BAND"": ""\u00a3500-999"", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093300118""}"
revenues_energy,HEAT-ON-90112,DISTRICT_HEAT_RECHARGE,,,BRENNAN C,,,11 POLAND STREET,M46BN,,,10093300118,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""HEAT-ON-90112"", ""ACCOUNT_TYPE"": ""DISTRICT_HEAT_RECHARGE"", ""ACCOUNT_NAME"": ""BRENNAN C"", ""ADDR_FULL"": ""11 POLAND STREET"", ""POSTCODE"": ""M46BN"", ""FORWARD_DATE"": ""2025-01-19"", ""BALANCE"": ""198.00"", ""IN_RECOVERY"": ""Y"", ""RECOVERY_STAGE"": ""STAGE_1"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-01-20"", ""LAST_PAYMENT_AMT"": ""10.00"", ""ENERGY_SUPPLIER_FLAG"": ""Y"", ""ENERGY_DEBT_FLAG"": ""Y"", ""ENERGY_DEBT_BAND"": ""\u00a3100-249"", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093300118""}"
revenues_energy,CTAX-M4-221008,COUNCIL_TAX,,,NWOSU I,,,FLAT 7 30 REDHILL STREET ANCOATS,M4 5AE,,,10093411209,"{""EXTRACT_NAME"": ""MCC_REV_NIGHTLY"", ""EXTRACT_DATE"": ""2026-09-09"", ""ACCOUNT_REF"": ""CTAX-M4-221008"", ""ACCOUNT_TYPE"": ""COUNCIL_TAX"", ""ACCOUNT_NAME"": ""NWOSU I"", ""ADDR_FULL"": ""FLAT 7 30 REDHILL STREET ANCOATS"", ""POSTCODE"": ""M4 5AE"", ""FORWARD_DATE"": ""1999-05-08"", ""BALANCE"": ""0.00"", ""IN_RECOVERY"": ""N"", ""RECOVERY_STAGE"": ""NONE"", ""ARRANGEMENT_FLAG"": ""N"", ""LAST_PAYMENT_DATE"": ""2026-09-01"", ""LAST_PAYMENT_AMT"": ""94.10"", ""ENERGY_SUPPLIER_FLAG"": ""N"", ""ENERGY_DEBT_FLAG"": ""N"", ""ENERGY_DEBT_BAND"": """", ""NIN_PRESENT"": ""N"", ""DOB_PRESENT"": ""N"", ""UPRN"": ""10093411209""}"
